Latitude (decimal degrees): 39.470
Longitude (decimal degrees): -0.370
Elevation (m): 23.0
month,year
1,2006
2,2015
3,2020
4,2018
5,2005
6,2009
7,2011
8,2020
9,2011
10,2013
11,2008
12,2008
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20200319:0900,14.19,77.2,479.0,564.67,174.0,316.8,4.69,43.0,102510.0
20200319:1000,15.11,71.3,561.0,449.68,263.0,316.2,4.55,47.0,102480.0
20200319:1100,15.74,67.4,664.0,536.72,267.0,326.65,4.55,51.0,102450.0
20200319:1200,16.01,65.9,755.0,739.06,189.0,329.15,4.62,55.0,102400.0
20200319:1300,16.29,63.55,732.0,760.09,170.0,322.2,4.83,57.0,102350.0
20200319:1400,16.21,63.05,561.0,450.06,263.0,311.2,4.83,56.0,102271.0
20200319:1500,15.96,63.8,380.0,241.03,250.0,308.7,4.76,57.0,102261.0
20200319:1600,15.53,66.15,177.0,44.81,160.0,300.8,4.34,60.0,102231.0
20200319:1700,14.85,71.1,73.0,25.89,68.0,303.7,3.79,64.0,102201.0
20200319:1800,13.92,78.15,0.0,-0.0,0.0,292.9,2.9,64.0,102231.0
20200319:1900,12.98,83.9,0.0,-0.0,0.0,304.05,2.34,58.0,102271.0
20200319:2000,12.57,86.6,0.0,-0.0,0.0,302.55,1.86,47.0,102311.0
20200319:2100,11.9,90.8,0.0,-0.0,0.0,293.85,1.52,34.0,102331.0
20200319:2200,11.25,93.2,0.0,-0.0,0.0,299.65,1.38,13.0,102321.0
20200319:2300,10.94,94.2,0.0,-0.0,0.0,313.9,1.38,355.0,102281.0
20200320:0000,10.81,95.0,0.0,-0.0,0.0,318.15,1.59,343.0,102241.0
20200320:0100,10.6,97.35,0.0,-0.0,0.0,318.2,1.72,338.0,102171.0
20200320:0200,10.87,95.5,0.0,-0.0,0.0,324.7,1.93,340.0,102131.0
20200320:0300,10.87,95.25,0.0,-0.0,0.0,329.9,1.93,344.0,102081.0
20200320:0400,10.74,95.65,0.0,-0.0,0.0,332.05,1.86,348.0,102051.0
20200320:0500,11.1,91.9,0.0,-0.0,0.0,339.0,1.93,354.0,102041.0
20200320:0600,11.37,89.25,0.0,-0.0,0.0,342.45,2.0,358.0,102041.0
20200320:0700,11.33,90.45,92.0,70.13,78.0,331.05,2.07,358.0,102061.0
20200320:0800,12.59,82.45,173.0,36.3,159.0,329.15,2.48,17.0,102081.0
20200320:0900,13.77,77.55,357.0,177.89,260.0,340.5,3.45,43.0,102111.0
20200320:1000,14.47,75.35,418.0,134.81,328.0,340.7,4.07,61.0,102101.0
20200320:1100,15.2,71.05,668.0,537.37,268.0,351.9,4.21,74.0,102051.0
20200320:1200,15.5,70.85,687.0,520.61,286.0,351.9,4.34,81.0,102021.0
20200320:1300,15.57,71.35,614.0,396.75,319.0,351.5,4.28,84.0,101942.0
20200320:1400,15.48,72.05,464.0,211.7,323.0,348.25,4.0,85.0,101872.0
20200320:1500,15.35,72.3,443.0,416.18,217.0,338.2,3.79,86.0,101842.0
20200320:1600,14.99,73.7,310.0,457.03,135.0,329.15,3.52,85.0,101792.0
20200320:1700,14.54,75.7,118.0,203.49,78.0,325.85,3.17,82.0,101772.0
20200320:1800,13.8,81.4,0.0,-0.0,0.0,312.75,2.69,75.0,101762.0
20200320:1900,13.22,89.05,0.0,-0.0,0.0,317.55,2.21,71.0,101802.0
20200320:2000,12.79,93.05,0.0,-0.0,0.0,315.65,2.14,63.0,101792.0
20200320:2100,12.65,94.3,0.0,-0.0,0.0,328.0,2.21,61.0,101832.0
20200320:2200,12.38,95.35,0.0,-0.0,0.0,314.85,2.34,59.0,101792.0
20200320:2300,12.23,95.65,0.0,-0.0,0.0,311.2,2.34,57.0,101772.0
20200321:0000,12.21,95.0,0.0,-0.0,0.0,320.45,2.48,51.0,101722.0
20200321:0100,12.13,94.35,0.0,-0.0,0.0,324.55,2.55,42.0,101692.0
20200321:0200,11.96,94.1,0.0,-0.0,0.0,323.35,2.62,33.0,101642.0
20200321:0300,11.91,93.75,0.0,-0.0,0.0,337.45,2.76,28.0,101612.0
20200321:0400,11.72,92.9,0.0,-0.0,0.0,326.25,3.17,28.0,101593.0
20200321:0500,11.55,92.75,0.0,-0.0,0.0,327.2,3.17,24.0,101563.0
20200321:0600,11.51,91.25,0.0,0.0,0.0,329.7,3.17,20.0,101583.0
20200321:0700,11.83,92.85,71.0,14.63,68.0,327.6,3.1,30.0,101583.0
20200321:0800,12.52,85.55,241.0,163.71,177.0,346.1,4.28,44.0,101632.0
20200321:0900,12.91,82.25,357.0,172.6,262.0,343.2,4.48,53.0,101662.0
20200321:1000,13.74,75.85,345.0,52.04,310.0,348.6,4.62,58.0,101672.0
20200321:1100,14.23,72.3,380.0,45.39,346.0,348.25,4.62,61.0,101672.0
20200321:1200,14.59,70.6,157.0,0.0,157.0,339.0,4.83,63.0,101652.0
20200321:1300,14.79,69.0,153.0,0.0,153.0,338.6,4.83,65.0,101593.0
20200321:1400,15.09,67.0,122.0,0.0,122.0,334.35,4.83,67.0,101543.0
20200321:1500,14.85,68.3,278.0,56.71,247.0,330.7,4.48,68.0,101513.0
20200321:1600,14.47,70.45,195.0,67.29,169.0,325.3,4.34,62.0,101453.0
20200321:1700,14.03,73.3,67.0,15.0,64.0,324.9,4.07,56.0,101453.0
20200321:1800,13.41,78.45,0.0,0.0,0.0,317.2,3.38,50.0,101453.0
20200321:1900,12.98,83.9,0.0,-0.0,0.0,328.75,2.55,47.0,101453.0
20200321:2000,12.61,87.65,0.0,-0.0,0.0,320.45,2.55,45.0,101483.0
20200321:2100,12.32,90.15,0.0,-0.0,0.0,316.8,2.28,43.0,101503.0
20200321:2200,12.06,92.05,0.0,-0.0,0.0,315.85,2.14,27.0,101483.0
20200321:2300,11.76,93.35,0.0,-0.0,0.0,309.1,2.48,15.0,101443.0
20200322:0000,11.59,94.2,0.0,-0.0,0.0,319.9,2.48,4.0,101413.0
20200322:0100,11.43,94.45,0.0,-0.0,0.0,329.75,2.62,356.0,101353.0
20200322:0200,11.27,94.35,0.0,-0.0,0.0,331.85,2.83,355.0,101313.0
20200322:0300,10.91,94.65,0.0,-0.0,0.0,310.65,2.9,347.0,101224.0
20200322:0400,10.7,93.85,0.0,-0.0,0.0,323.75,2.83,344.0,101214.0
20200322:0500,10.51,92.8,0.0,-0.0,0.0,324.3,2.62,341.0,101194.0
20200322:0600,10.4,91.35,0.0,0.0,0.0,330.3,2.62,339.0,101184.0
20200322:0700,11.08,88.15,70.0,14.26,67.0,319.5,2.48,347.0,101194.0
20200322:0800,12.02,79.85,95.0,0.0,95.0,314.5,2.62,360.0,101214.0
20200322:0900,12.87,74.75,107.0,0.0,107.0,325.85,3.1,25.0,101204.0
20200322:1000,13.85,68.3,135.0,0.0,135.0,323.35,3.31,38.0,101214.0
20200322:1100,14.67,65.15,214.0,0.0,214.0,345.15,3.17,47.0,101164.0
20200322:1200,15.01,66.5,153.0,0.0,153.0,346.3,2.9,60.0,101144.0
20200322:1300,15.28,67.1,230.0,0.0,230.0,349.4,3.1,69.0,101094.0
20200322:1400,15.18,68.65,212.0,0.0,212.0,337.05,3.17,71.0,101044.0
20200322:1500,14.85,71.45,277.0,52.7,248.0,345.75,3.24,72.0,100974.0
20200322:1600,14.52,74.5,212.0,94.91,175.0,338.4,3.24,72.0,100934.0
20200322:1700,14.07,78.85,83.0,39.35,75.0,342.45,3.1,75.0,100924.0
20200322:1800,13.49,83.45,0.0,0.0,0.0,340.9,2.55,76.0,100944.0
20200322:1900,13.0,82.55,0.0,-0.0,0.0,339.75,1.38,76.0,100994.0
20200322:2000,12.68,85.55,0.0,-0.0,0.0,333.75,1.52,65.0,101014.0
20200322:2100,12.45,88.05,0.0,-0.0,0.0,342.25,1.45,59.0,101024.0
20200322:2200,11.69,95.7,0.0,-0.0,0.0,348.8,1.45,66.0,101054.0
20200322:2300,11.45,96.45,0.0,-0.0,0.0,345.35,1.31,70.0,101034.0
20200323:0000,11.97,91.75,0.0,-0.0,0.0,351.5,1.31,45.0,100994.0
20200323:0100,11.49,96.65,0.0,-0.0,0.0,352.9,1.59,31.0,100934.0
20200323:0200,11.46,96.75,0.0,-0.0,0.0,349.95,1.59,29.0,100894.0
20200323:0300,11.42,96.75,0.0,-0.0,0.0,348.45,1.72,30.0,100874.0
20200323:0400,11.41,96.5,0.0,-0.0,0.0,349.2,1.72,34.0,100835.0
20200323:0500,11.25,95.95,0.0,-0.0,0.0,339.0,2.07,37.0,100835.0
20200323:0600,11.74,91.95,0.0,0.0,0.0,343.8,2.07,35.0,100835.0
20200323:0700,11.93,90.9,50.0,0.0,50.0,345.75,1.72,26.0,100914.0
20200323:0800,12.44,85.45,202.0,64.77,176.0,345.15,2.07,30.0,100934.0
20200323:0900,12.84,82.7,414.0,281.87,256.0,354.4,2.9,36.0,100974.0
20200323:1000,13.63,77.7,463.0,187.62,335.0,341.85,3.72,42.0,100994.0
20200323:1100,14.04,75.85,77.0,0.0,77.0,333.0,4.0,48.0,101024.0
20200323:1200,14.45,73.75,532.0,178.74,392.0,339.75,3.93,53.0,101004.0
20200323:1300,14.62,73.6,678.0,530.59,277.0,333.2,3.66,60.0,100954.0
20200323:1400,14.81,75.7,405.0,107.75,332.0,350.75,3.59,67.0,100944.0
20200323:1500,14.49,80.3,336.0,126.38,266.0,336.1,3.31,72.0,100904.0
20200323:1600,14.18,83.65,256.0,198.33,178.0,331.05,3.17,76.0,100924.0
20200323:1700,13.74,84.7,70.0,14.52,67.0,336.85,2.76,81.0,100964.0
20200323:1800,13.04,88.2,0.0,0.0,0.0,328.2,2.41,79.0,101004.0
20200323:1900,12.73,91.45,0.0,-0.0,0.0,344.95,1.86,64.0,101064.0
20200323:2000,12.54,93.05,0.0,-0.0,0.0,347.25,1.93,56.0,101144.0
20200323:2100,12.08,96.8,0.0,-0.0,0.0,351.9,2.14,54.0,101174.0
20200323:2200,11.98,97.3,0.0,-0.0,0.0,347.25,2.34,47.0,101154.0
20200323:2300,11.9,97.45,0.0,-0.0,0.0,354.4,2.34,47.0,101174.0
20200324:0000,12.23,93.25,0.0,-0.0,0.0,359.6,2.55,49.0,101184.0
20200324:0100,11.83,96.45,0.0,-0.0,0.0,356.75,2.9,51.0,101154.0
20200324:0200,11.68,96.25,0.0,-0.0,0.0,344.4,2.83,51.0,101164.0
20200324:0300,11.61,96.15,0.0,-0.0,0.0,353.45,2.9,51.0,101144.0
20200324:0400,11.54,96.15,0.0,-0.0,0.0,348.45,3.03,49.0,101174.0
20200324:0500,11.7,94.25,0.0,-0.0,0.0,356.7,2.97,45.0,101194.0
20200324:0600,11.61,94.95,0.0,0.0,0.0,343.6,2.55,41.0,101214.0
20200324:0700,11.82,97.35,169.0,461.26,67.0,340.35,2.07,61.0,101293.0
20200324:0800,12.69,91.2,33.0,0.0,33.0,351.15,2.28,64.0,101343.0
20200324:0900,13.36,87.0,289.0,56.58,257.0,360.4,2.9,70.0,101403.0
20200324:1000,14.03,82.7,79.0,0.0,79.0,347.45,3.24,79.0,101413.0
20200324:1100,14.42,83.9,614.0,359.24,340.0,353.85,4.0,82.0,101413.0
20200324:1200,14.87,84.6,703.0,521.89,292.0,337.25,4.41,76.0,101433.0
20200324:1300,14.61,82.55,766.0,809.49,151.0,327.8,4.55,74.0,101353.0
20200324:1400,14.66,85.5,475.0,212.84,330.0,343.4,4.14,61.0,101333.0
20200324:1500,14.6,86.7,443.0,380.32,231.0,349.4,4.62,53.0,101293.0
20200324:1600,14.31,86.05,141.0,7.56,138.0,351.3,5.38,51.0,101283.0
20200324:1700,13.81,88.7,44.0,0.0,44.0,356.9,4.55,56.0,101323.0
20200324:1800,13.28,89.8,0.0,0.0,0.0,338.6,5.1,54.0,101373.0
20200324:1900,12.75,93.0,0.0,-0.0,0.0,339.55,4.9,48.0,101413.0
20200324:2000,12.87,92.0,0.0,-0.0,0.0,345.35,4.97,49.0,101423.0
20200324:2100,12.71,91.9,0.0,-0.0,0.0,338.2,4.9,54.0,101443.0
20200324:2200,12.63,93.15,0.0,-0.0,0.0,344.0,4.69,50.0,101403.0
20200324:2300,12.69,93.0,0.0,-0.0,0.0,338.2,4.83,47.0,101403.0
20200325:0000,12.74,92.15,0.0,-0.0,0.0,344.0,5.24,49.0,101393.0
20200325:0100,12.67,89.35,0.0,-0.0,0.0,340.95,5.72,52.0,101363.0
20200325:0200,12.75,89.0,0.0,-0.0,0.0,343.05,5.93,52.0,101363.0
20200325:0300,12.22,91.35,0.0,-0.0,0.0,349.2,6.48,54.0,101333.0
20200325:0400,12.34,93.45,0.0,-0.0,0.0,348.25,5.86,51.0,101323.0
20200325:0500,12.24,92.3,0.0,-0.0,0.0,349.0,6.83,55.0,101323.0
20200325:0600,12.36,90.25,0.0,0.0,0.0,347.25,6.41,55.0,101313.0
20200325:0700,12.29,92.95,24.0,0.0,24.0,345.9,5.86,50.0,101363.0
20200325:0800,12.44,94.2,69.0,0.0,69.0,345.9,6.21,49.0,101383.0
20200325:0900,12.93,93.05,213.0,7.01,209.0,343.2,6.14,50.0,101403.0
20200325:1000,12.95,86.9,193.0,0.0,193.0,350.55,6.97,56.0,101413.0
20200325:1100,13.18,85.6,127.0,0.0,127.0,348.6,7.1,60.0,101433.0
20200325:1200,13.11,84.75,143.0,0.0,143.0,348.45,7.66,60.0,101423.0
20200325:1300,12.9,85.5,346.0,23.57,328.0,350.75,7.38,60.0,101353.0
20200325:1400,12.68,85.25,444.0,157.67,336.0,353.45,6.83,57.0,101363.0
20200325:1500,12.67,83.05,417.0,295.94,251.0,344.75,7.31,52.0,101343.0
20200325:1600,12.49,81.65,215.0,89.99,179.0,343.4,7.24,49.0,101353.0
20200325:1700,12.38,80.6,88.0,37.51,80.0,322.95,6.9,46.0,101353.0
20200325:1800,12.08,79.65,0.0,0.0,0.0,319.9,6.55,45.0,101433.0
20200325:1900,11.52,82.15,0.0,-0.0,0.0,312.15,5.52,44.0,101463.0
20200325:2000,11.32,82.3,0.0,-0.0,0.0,306.95,5.31,45.0,101533.0
20200325:2100,11.17,81.1,0.0,-0.0,0.0,310.25,4.83,46.0,101543.0
20200325:2200,10.94,81.45,0.0,-0.0,0.0,304.85,4.21,43.0,101523.0
20200325:2300,10.77,81.8,0.0,-0.0,0.0,316.8,4.0,45.0,101483.0
20200326:0000,10.52,83.25,0.0,-0.0,0.0,312.35,3.66,43.0,101523.0
20200326:0100,10.35,83.95,0.0,-0.0,0.0,321.85,3.38,42.0,101483.0
20200326:0200,10.21,84.6,0.0,-0.0,0.0,332.05,3.17,36.0,101463.0
20200326:0300,9.69,84.65,0.0,-0.0,0.0,332.05,3.1,33.0,101443.0
20200326:0400,9.64,86.6,0.0,-0.0,0.0,327.0,2.76,26.0,101423.0
20200326:0500,9.46,88.35,0.0,-0.0,0.0,325.65,2.97,20.0,101453.0
20200326:0600,9.56,87.85,0.0,0.0,0.0,327.6,2.83,14.0,101463.0
20200326:0700,9.89,87.9,67.0,4.31,66.0,331.65,2.48,23.0,101443.0
20200326:0800,10.27,84.2,70.0,0.0,70.0,327.8,3.03,30.0,101493.0
20200326:0900,10.48,81.8,106.0,0.0,106.0,334.95,3.24,35.0,101483.0
20200326:1000,10.68,80.25,216.0,0.0,216.0,331.25,3.38,36.0,101513.0
20200326:1100,10.84,79.75,176.0,0.0,176.0,340.9,3.45,35.0,101493.0
20200326:1200,10.92,77.8,133.0,0.0,133.0,338.2,3.52,41.0,101513.0
20200326:1300,10.46,78.45,139.0,0.0,139.0,336.85,3.52,44.0,101453.0
20200326:1400,10.21,79.9,123.0,0.0,123.0,340.15,2.97,50.0,101413.0
20200326:1500,10.5,78.4,204.0,5.32,201.0,330.1,2.69,64.0,101393.0
20200326:1600,10.48,76.85,96.0,0.0,96.0,330.9,2.21,75.0,101333.0
20200326:1700,10.34,75.35,105.0,78.5,88.0,311.0,1.72,93.0,101313.0
20200326:1800,9.99,74.8,0.0,0.0,0.0,306.6,1.31,122.0,101343.0
20200326:1900,9.98,73.1,0.0,-0.0,0.0,318.75,1.1,125.0,101323.0
20200326:2000,9.54,76.5,0.0,-0.0,0.0,318.35,1.24,174.0,101343.0
20200326:2100,9.29,78.15,0.0,-0.0,0.0,318.35,1.45,198.0,101333.0
20200326:2200,9.4,79.8,0.0,-0.0,0.0,336.45,1.24,205.0,101253.0
20200326:2300,9.29,82.65,0.0,-0.0,0.0,331.85,1.1,201.0,101154.0
20200327:0000,9.12,83.75,0.0,-0.0,0.0,320.45,1.45,209.0,101064.0
20200327:0100,9.15,84.95,0.0,-0.0,0.0,323.4,1.66,218.0,100954.0
20200327:0200,8.95,86.3,0.0,-0.0,0.0,305.25,1.93,231.0,100845.0
20200327:0300,8.65,87.15,0.0,-0.0,0.0,290.95,2.07,247.0,100735.0
20200327:0400,8.52,85.8,0.0,-0.0,0.0,289.6,2.21,263.0,100685.0
20200327:0500,8.35,87.0,0.0,-0.0,0.0,289.25,2.14,262.0,100645.0
20200327:0600,7.98,88.65,0.0,0.0,0.0,283.25,2.07,269.0,100585.0
20200327:0700,8.1,91.9,186.0,472.3,74.0,268.8,2.14,306.0,100615.0
20200327:0800,10.02,82.35,405.0,765.0,82.0,266.65,2.34,318.0,100615.0
20200327:0900,12.01,66.6,605.0,926.79,67.0,274.55,2.34,326.0,100605.0
20200327:1000,13.44,52.4,745.0,945.54,82.0,269.15,2.07,339.0,100555.0
20200327:1100,14.58,46.6,535.0,181.69,394.0,277.85,1.66,355.0,100515.0
20200327:1200,15.22,42.55,732.0,542.49,298.0,290.2,1.79,18.0,100496.0
20200327:1300,15.54,41.6,776.0,762.23,188.0,300.2,1.45,28.0,100456.0
20200327:1400,15.8,41.05,81.0,0.0,81.0,298.1,1.31,22.0,100456.0
20200327:1500,15.83,40.7,511.0,560.03,193.0,298.7,1.24,38.0,100476.0
20200327:1600,15.16,43.35,295.0,285.22,179.0,298.5,2.07,68.0,100486.0
20200327:1700,14.07,54.75,42.0,0.0,42.0,292.3,2.9,91.0,100555.0
20200327:1800,12.87,63.65,0.0,0.0,0.0,284.4,2.62,100.0,100665.0
20200327:1900,10.32,79.15,0.0,-0.0,0.0,268.2,3.93,55.0,100775.0
20200327:2000,9.84,81.4,0.0,-0.0,0.0,275.9,3.79,44.0,100894.0
20200327:2100,9.52,82.75,0.0,-0.0,0.0,271.85,3.45,39.0,100934.0
20200327:2200,9.5,82.85,0.0,-0.0,0.0,293.1,3.31,37.0,100954.0
20200327:2300,9.39,82.75,0.0,-0.0,0.0,308.9,3.17,33.0,100984.0
20200328:0000,9.06,84.65,0.0,-0.0,0.0,303.3,3.17,33.0,101014.0
20200328:0100,8.94,85.6,0.0,-0.0,0.0,315.7,3.66,35.0,101034.0
20200328:0200,8.78,86.3,0.0,-0.0,0.0,307.15,3.72,36.0,101004.0
20200328:0300,8.69,86.3,0.0,-0.0,0.0,308.3,3.31,31.0,100994.0
20200328:0400,8.69,85.85,0.0,-0.0,0.0,312.55,2.9,26.0,100994.0
20200328:0500,8.62,86.1,0.0,-0.0,0.0,316.4,2.97,22.0,100984.0
20200328:0600,8.55,86.85,0.0,0.0,0.0,313.9,3.17,24.0,100974.0
20200328:0700,9.02,87.75,117.0,74.25,99.0,326.65,3.17,23.0,101044.0
20200328:0800,9.36,86.2,61.0,0.0,61.0,329.9,3.31,29.0,101084.0
20200328:0900,9.74,83.55,144.0,0.0,144.0,331.65,3.45,37.0,101164.0
20200328:1000,9.46,90.75,128.0,0.0,128.0,337.45,3.66,48.0,101174.0
20200328:1100,9.69,90.5,306.0,7.69,300.0,333.75,3.45,59.0,101204.0
20200328:1200,10.56,82.7,259.0,0.0,259.0,333.0,3.31,66.0,101204.0
20200328:1300,11.25,80.95,278.0,2.58,276.0,333.4,3.17,68.0,101164.0
20200328:1400,11.28,79.95,290.0,12.93,281.0,333.2,3.03,70.0,101144.0
20200328:1500,11.22,77.75,253.0,24.51,239.0,331.65,3.1,68.0,101124.0
20200328:1600,11.05,74.65,158.0,12.2,153.0,330.3,2.9,64.0,101114.0
20200328:1700,10.99,73.55,53.0,0.0,53.0,322.8,2.28,60.0,101144.0
20200328:1800,10.75,74.85,0.0,0.0,0.0,326.45,1.52,47.0,101174.0
20200328:1900,9.93,79.7,0.0,-0.0,0.0,287.9,1.31,38.0,101204.0
20200328:2000,9.01,83.4,0.0,-0.0,0.0,292.7,1.31,16.0,101303.0
20200328:2100,8.97,81.65,0.0,-0.0,0.0,292.1,1.24,355.0,101343.0
20200328:2200,7.94,87.3,0.0,-0.0,0.0,291.35,1.45,331.0,101373.0
20200328:2300,7.26,91.25,0.0,-0.0,0.0,285.55,1.66,320.0,101373.0
20200329:0000,6.88,94.75,0.0,-0.0,0.0,282.1,1.86,315.0,101383.0
20200329:0100,6.64,96.25,0.0,-0.0,0.0,278.1,2.0,316.0,101423.0
20200329:0200,6.93,96.15,0.0,-0.0,0.0,292.9,2.07,318.0,101433.0
20200329:0300,6.86,95.7,0.0,-0.0,0.0,277.25,2.21,320.0,101393.0
20200329:0400,6.86,94.9,0.0,-0.0,0.0,276.3,2.28,315.0,101423.0
20200329:0500,6.83,94.15,0.0,-0.0,0.0,274.2,2.34,307.0,101433.0
20200329:0600,6.8,94.3,8.0,0.0,8.0,278.8,2.41,297.0,101453.0
20200329:0700,8.16,90.35,179.0,359.29,90.0,291.95,2.21,296.0,101493.0
20200329:0800,10.34,78.85,350.0,432.43,163.0,294.05,2.14,300.0,101553.0
20200329:0900,12.0,62.05,585.0,797.96,114.0,318.75,1.86,309.0,101602.0
20200329:1000,13.27,52.5,752.0,951.56,76.0,317.4,1.72,4.0,101573.0
20200329:1100,14.19,52.2,853.0,1014.39,57.0,308.5,2.21,45.0,101593.0
20200329:1200,14.59,52.35,883.0,1024.63,55.0,323.95,2.41,64.0,101563.0
20200329:1300,14.87,52.9,846.0,1012.88,57.0,319.7,2.55,68.0,101533.0
20200329:1400,15.2,52.55,745.0,976.67,62.0,304.85,2.34,65.0,101513.0
20200329:1500,15.24,52.3,527.0,614.37,174.0,304.45,1.93,66.0,101473.0
20200329:1600,15.14,52.3,375.0,653.4,105.0,314.1,1.59,71.0,101453.0
20200329:1700,14.75,54.15,178.0,490.54,67.0,315.05,1.17,88.0,101483.0
20200329:1800,14.07,59.9,0.0,0.0,0.0,280.95,0.83,128.0,101503.0
20200329:1900,12.4,74.6,0.0,-0.0,0.0,282.3,1.17,186.0,101553.0
20200329:2000,11.49,78.35,0.0,-0.0,0.0,281.9,1.24,231.0,101612.0
20200329:2100,9.97,85.9,0.0,-0.0,0.0,280.55,1.52,268.0,101642.0
20200329:2200,8.44,92.15,0.0,-0.0,0.0,280.35,1.79,276.0,101642.0
20200329:2300,8.03,93.3,0.0,-0.0,0.0,278.45,2.0,276.0,101672.0
20200330:0000,7.79,93.75,0.0,-0.0,0.0,274.95,2.21,275.0,101642.0
20200330:0100,7.75,94.15,0.0,-0.0,0.0,274.4,2.34,275.0,101593.0
20200330:0200,7.9,92.75,0.0,-0.0,0.0,273.4,2.55,274.0,101533.0
20200330:0300,8.06,90.75,0.0,-0.0,0.0,272.65,2.69,273.0,101503.0
20200330:0400,8.07,89.3,0.0,-0.0,0.0,272.05,2.76,272.0,101463.0
20200330:0500,8.02,88.2,0.0,-0.0,0.0,271.3,2.9,272.0,101433.0
20200330:0600,7.93,87.5,13.0,18.51,12.0,270.7,2.97,271.0,101463.0
20200330:0700,8.76,83.8,216.0,624.61,58.0,270.7,2.83,272.0,101463.0
20200330:0800,11.47,74.45,413.0,736.01,91.0,273.6,2.62,268.0,101483.0
20200330:0900,14.49,65.0,614.0,910.81,72.0,279.2,2.34,258.0,101473.0
20200330:1000,17.06,54.75,765.0,984.68,61.0,285.55,2.14,244.0,101413.0
20200330:1100,18.82,45.4,859.0,1017.79,56.0,290.6,2.14,227.0,101343.0
20200330:1200,19.81,39.55,888.0,1027.01,54.0,295.4,2.14,212.0,101273.0
20200330:1300,20.27,37.7,851.0,1015.75,56.0,308.5,2.14,197.0,101184.0
20200330:1400,20.4,37.3,744.0,950.48,76.0,318.15,2.21,184.0,101114.0
20200330:1500,20.48,37.35,587.0,868.68,85.0,320.85,2.48,173.0,101064.0
20200330:1600,19.83,45.1,400.0,790.02,71.0,323.95,2.97,158.0,101004.0
20200330:1700,18.87,52.95,191.0,597.01,54.0,319.5,3.17,160.0,100964.0
20200330:1800,17.7,56.6,0.0,0.0,0.0,324.5,3.24,168.0,100984.0
20200330:1900,16.53,60.35,0.0,-0.0,0.0,303.5,2.41,179.0,100964.0
20200330:2000,15.09,66.2,0.0,-0.0,0.0,305.6,1.79,199.0,101004.0
20200330:2100,14.1,70.95,0.0,-0.0,0.0,314.3,1.03,252.0,101004.0
20200330:2200,12.07,84.0,0.0,-0.0,0.0,312.15,1.38,323.0,100984.0
20200330:2300,11.32,87.15,0.0,-0.0,0.0,303.7,1.93,344.0,101004.0
20200331:0000,11.31,87.6,0.0,-0.0,0.0,306.0,2.28,351.0,100994.0
20200331:0100,10.91,89.15,0.0,-0.0,0.0,308.75,1.79,336.0,101004.0
20200331:0200,10.12,89.95,0.0,-0.0,0.0,299.65,1.59,324.0,100984.0
20200331:0300,10.36,86.5,0.0,-0.0,0.0,303.1,1.24,324.0,100964.0
20200331:0400,11.21,83.25,0.0,-0.0,0.0,296.55,0.97,325.0,100974.0
20200331:0500,11.2,84.25,0.0,-0.0,0.0,309.65,0.9,340.0,100974.0
20200331:0600,11.08,85.65,11.0,0.0,11.0,300.4,0.9,338.0,100974.0
20200331:0700,10.61,91.1,145.0,139.44,109.0,318.9,1.24,44.0,101044.0
20200331:0800,12.97,78.5,289.0,196.6,202.0,323.35,1.72,61.0,101094.0
20200331:0900,13.25,74.85,376.0,145.04,289.0,335.9,2.48,76.0,101134.0
20200331:1000,13.35,73.05,125.0,0.0,125.0,331.25,3.24,83.0,101134.0
20200331:1100,13.32,70.75,159.0,0.0,159.0,336.1,4.0,82.0,101114.0
20200331:1200,13.15,68.0,138.0,0.0,138.0,335.5,4.41,75.0,101104.0
20200331:1300,13.17,65.6,380.0,33.07,354.0,332.6,4.55,71.0,101054.0
20200331:1400,13.25,62.75,187.0,0.0,187.0,331.65,4.83,69.0,101014.0
20200331:1500,12.98,60.35,199.0,3.44,197.0,333.0,4.83,67.0,101014.0
20200331:1600,11.15,70.95,140.0,4.77,138.0,354.85,4.42,67.0,101024.0
20200331:1700,11.04,70.03,79.0,12.89,76.0,348.05,4.25,64.0,101044.0
20200331:1800,10.93,69.11,0.0,0.0,0.0,341.25,4.08,57.0,101044.0
20200331:1900,10.82,68.19,0.0,-0.0,0.0,334.45,3.92,39.0,101084.0
20200331:2000,10.72,67.28,0.0,-0.0,0.0,327.65,3.75,39.0,101114.0
20200331:2100,10.61,66.36,0.0,-0.0,0.0,320.85,3.59,40.0,101114.0
20200331:2200,10.5,65.44,0.0,-0.0,0.0,314.05,3.42,38.0,101084.0
20200331:2300,10.39,64.52,0.0,-0.0,0.0,307.25,3.26,35.0,101064.0
20180401:0000,10.28,63.61,0.0,-0.0,0.0,300.45,3.09,275.0,101513.0
20180401:0100,10.17,62.69,0.0,-0.0,0.0,293.65,2.92,277.0,101513.0
20180401:0200,10.07,61.77,0.0,-0.0,0.0,286.85,2.76,277.0,101503.0
20180401:0300,9.96,60.86,0.0,-0.0,0.0,280.05,2.59,273.0,101503.0
20180401:0400,9.85,59.94,0.0,-0.0,0.0,273.25,2.43,269.0,101523.0
20180401:0500,9.74,59.02,0.0,-0.0,0.0,266.45,2.26,274.0,101533.0
20180401:0600,9.63,58.1,18.0,15.45,17.0,259.65,2.09,289.0,101563.0
20180401:0700,9.53,57.19,209.0,489.82,80.0,252.85,1.93,283.0,101622.0
